cluster_key;ticker;filing_day;filedAt;in_backtest;in_strategies;strategies;company;insiders;n_buys;pct_increase_position_max;qty_tot;titles;value_tot
TTSH|2024-11-07;TTSH;2024-11-07;2024-11-07T17:22:12-05:00;False;False;;TILE SHOP HOLDINGS, INC.;Fund 1 Investments, LLC;1;0.55;104500.0;10% Owner;727866.8500000001
MEC|2024-11-07;MEC;2024-11-07;2024-11-07T13:57:42-05:00;False;False;;Mayville Engineering Company, Inc.;Leuba Sean P | Reddy Jagadeesh A;3;7.1;12806.0;President & CEO | SVP, Corp. Development & GC;213521.31999999998
DINO|2024-11-07;DINO;2024-11-07;2024-11-07T16:55:40-05:00;False;False;;HF Sinclair Corp;Go Timothy;1;2.02;2500.0;CEO and President;99922.5
CSWC|2024-11-07;CSWC;2024-11-07;2024-11-07T16:25:51-05:00;False;False;;CAPITAL SOUTHWEST CORP;Rogers-Windsor Ramona Lynn;1;3.19;500.0;Director;11533.35
PBF|2024-11-07;PBF;2024-11-07;2024-11-07T16:17:39-05:00;False;False;;PBF Energy Inc.;Control Empresarial de Capitales S.A. de C.V.;1;0.33;85000.0;10% Owner;2411416.0
CBU|2024-11-07;CBU;2024-11-07;2024-11-07T16:00:54-05:00;False;False;;COMMUNITY FINANCIAL SYSTEM, INC.;MacPherson Kerrie D.;1;12.02;320.0;Director;19902.4
LCNB|2024-11-07;LCNB;2024-11-07;2024-11-07T15:46:10-05:00;False;False;;LCNB CORP;Mulligan Lawrence P Jr.;1;4.0;1000.0;Executive Vice President;16830.4
TPL|2024-11-07;TPL;2024-11-07;2024-11-07T10:53:49-05:00;False;False;;Texas Pacific Land Corp;STAHL MURRAY;1;0.04;12.0;Director;15908.16
CIVB|2024-11-07;CIVB;2024-11-07;2024-11-07T09:57:44-05:00;False;False;;CIVISTA BANCSHARES, INC.;Congrove Darci L;1;40.0;750.0;Director;15609.525
NWPP|2024-11-07;NWPP;2024-11-07;2024-11-07T09:38:49-05:00;False;False;;NEW PEOPLES BANKSHARES INC;White Blaine Scott;1;9.45;124754.0;Director;331845.64
DC|2024-11-06;DC;2024-11-06;2024-11-06T20:28:23-05:00;False;False;;Dakota Gold Corp.;QUARTERMAIN ROBERT;1;0.27;40000.0;President and CEO;95000.0
CALC|2024-11-06;CALC;2024-11-06;2024-11-06T20:00:07-05:00;False;False;;CalciMedica, Inc.;Roberts Eric W;1;;3000.0;CHIEF BUSINESS OFFICER;8040.000000000001
CCO|2024-11-06;CCO;2024-11-06;2024-11-06T18:30:44-05:00;False;False;;Clear Channel Outdoor Holdings, Inc.;MORENO ARTURO R;1;0.48;500000.0;10% Owner;727500.0
HTLD|2024-11-06;HTLD;2024-11-06;2024-11-06T18:28:25-05:00;False;False;;HEARTLAND EXPRESS INC;GERDIN MICHAEL J;1;5.27;68284.0;Chief Executive Officer;750245.6744
KMI|2024-11-06;KMI;2024-11-06;2024-11-06T17:51:04-05:00;False;False;;KINDER MORGAN, INC.;Chronis Amy W;1;10.3;2241.0;Director;55789.695
MODV|2024-11-06;MODV;2024-11-06;2024-11-06T17:38:31-05:00;False;False;;ModivCare Inc;Q Global Capital Management, L.P.;1;1.22;32917.0;10% Owner;532030.3099999999
NMFC|2024-11-06;NMFC;2024-11-06;2024-11-06T16:55:47-05:00;False;False;;New Mountain Finance Corp;Corbett Kris | KLINSKY STEVEN B | Weinstein Adam B.;3;38.46;221157.0;CFO and Treasurer | Director | EVP, CAO and Director;2374983.6774999998
RGR|2024-11-06;RGR;2024-11-06;2024-11-06T16:55:25-05:00;False;False;;STURM RUGER & CO INC;OConnor Terrence Gregory;1;32.83;2500.0;Director;99700.0
DGICA|2024-11-06;DGICA;2024-11-06;2024-11-06T16:45:03-05:00;False;False;;DONEGAL GROUP INC;DONEGAL MUTUAL INSURANCE CO;1;0.08;22266.0;10% Owner;344052.9386
RCKY|2024-11-06;RCKY;2024-11-06;2024-11-06T16:32:22-05:00;False;False;;ROCKY BRANDS, INC.;Smith Dwight Eric;1;5.66;500.0;Director;10235.0
AB|2024-11-06;AB;2024-11-06;2024-11-06T16:30:05-05:00;False;False;;ALLIANCEBERNSTEIN HOLDING L.P.;Equitable Holdings, Inc.;1;22.82;700000.0;Other;24581899.999999996
BX|2024-11-06;BX;2024-11-06;2024-11-06T16:30:04-05:00;False;False;;Blackstone Inc.;Porat Ruth;1;0.5;217.25599999999997;Director;36798.57718
OI|2024-11-06;OI;2024-11-06;2024-11-06T16:26:10-05:00;False;False;;O-I Glass, Inc. /DE/;BURNS RANDOLPH L;1;22.48;13000.0;SVP, Chief Admin & Sus Officer;147942.6
DRUG|2024-11-06;DRUG;2024-11-06;2024-11-06T16:20:48-05:00;False;False;;BRIGHT MINDS BIOSCIENCES INC.;Cormorant Asset Management, LP;1;21.07;184331.0;10% Owner;3999982.6999999997
ALGM|2024-11-06;ALGM;2024-11-06;2024-11-06T16:16:05-05:00;False;False;;ALLEGRO MICROSYSTEMS, INC.;Nargolwala Vineet A;1;1.37;5000.0;President and CEO;99446.0
MBLY|2024-11-06;MBLY;2024-11-06;2024-11-06T16:11:42-05:00;False;False;;Mobileye Global Inc.;GELSINGER PATRICK P;1;5.09;6750.0;Director;100847.7
BACQ|2024-11-06;BACQ;2024-11-06;2024-11-06T16:10:28-05:00;False;False;;Bleichroeder Acquisition Corp. I;Bleichroeder Sponsor 1 LLC;1;;425000.0;10% Owner;4250000.0
INTC|2024-11-06;INTC;2024-11-06;2024-11-06T16:06:28-05:00;False;False;;INTEL CORP;GELSINGER PATRICK P;1;11.88;11150.0;CEO;251198.35
UWHR|2024-11-06;UWHR;2024-11-06;2024-11-06T16:01:43-05:00;False;False;;UWHARRIE CAPITAL CORP;Trout Jeffrey L;1;1.06;140.0;President UB Mortgage;1117.2
PCB|2024-11-06;PCB;2024-11-06;2024-11-06T16:00:36-05:00;False;False;;PCB BANCORP;KIM HENRY;1;17.61;3700.0;PRESIDENT, CEO & DIRECTOR;75295.0
OLED|2024-11-06;OLED;2024-11-06;2024-11-06T16:00:03-05:00;False;False;;UNIVERSAL DISPLAY CORP \PA\;LACERTE LAWRENCE;1;0.61;742.0;Director;134220.37999999998
TRIN|2024-11-06;TRIN;2024-11-06;2024-11-06T15:43:19-05:00;False;False;;Trinity Capital Inc.;Brown Steve Louis | Zacharia Michael;2;3.75;20140.0;Director | Executive Chairman;264336.34
EG|2024-11-06;EG;2024-11-06;2024-11-06T15:33:40-05:00;False;False;;EVEREST GROUP, LTD.;GALTNEY WILLIAM F JR;1;9.58;2870.0;Director;1000594.791
CBU|2024-11-06;CBU;2024-11-06;2024-11-06T15:25:18-05:00;False;False;;COMMUNITY FINANCIAL SYSTEM, INC.;MacPherson Kerrie D.;1;10.73;320.0;Director;19902.4
BDSX|2024-11-06;BDSX;2024-11-06;2024-11-06T15:15:40-05:00;False;False;;BIODESIX INC;Kennedy Lawrence T. Jr | MASSARANY HANY | PATIENCE JOHN | SCHULER JACK W | Strobeck Matthew;5;72.9;308953.0;Director;424144.18720000004
SPFI|2024-11-06;SPFI;2024-11-06;2024-11-06T15:13:38-05:00;False;False;;SOUTH PLAINS FINANCIAL, INC.;Valles Noe G;1;14.86;50000.0;Director;1675000.0
FNWB|2024-11-06;FNWB;2024-11-06;2024-11-06T14:52:10-05:00;False;False;;First Northwest Bancorp;DEINES MATTHEW;1;2.08;2100.0;President / CEO;20559.0
CDZI|2024-11-06;CDZI;2024-11-06;2024-11-06T14:44:12-05:00;False;False;;CADIZ INC;Heerema International Group Services SA;1;9.99;2070000.0;10% Owner;6913800.0
AESI|2024-11-06;AESI;2024-11-06;2024-11-06T14:04:03-05:00;False;False;;Atlas Energy Solutions Inc.;SHEPARD GREGORY M;1;0.18;13363.0;Other;256435.97000000003
USNU|2024-11-06;USNU;2024-11-06;2024-11-06T12:34:14-05:00;False;False;;Elite Health Systems Inc.;jeereddi Prasad Anjaneya;1;0.16;3000.0;CEO;2500.0
TPL|2024-11-06;TPL;2024-11-06;2024-11-06T11:00:50-05:00;False;False;;Texas Pacific Land Corp;STAHL MURRAY;1;0.04;12.0;Director;14599.44
CBNK|2024-11-06;CBNK;2024-11-06;2024-11-06T10:56:35-05:00;False;False;;Capital Bancorp Inc;Poynot Steven M;1;33.04;2000.0;President and COO;50720.380000000005
PKBK|2024-11-06;PKBK;2024-11-06;2024-11-06T09:49:32-05:00;False;False;;PARKE BANCORP, INC.;PANTILIONE VITO S;1;4.18;1100.0;President & CEO;22968.0
PBF|2024-11-05;PBF;2024-11-05;2024-11-05T19:52:31-05:00;False;False;;PBF Energy Inc.;Control Empresarial de Capitales S.A. de C.V.;1;0.58;150000.0;10% Owner;4299030.0
HLF|2024-11-05;HLF;2024-11-05;2024-11-05T18:33:07-05:00;False;False;;HERBALIFE LTD.;Mendoza Juan Miguel;1;2.08;5000.0;Director;39950.0
SCKT|2024-11-05;SCKT;2024-11-05;2024-11-05T17:42:39-05:00;False;False;;SOCKET MOBILE, INC.;BASS CHARLIE;1;0.33;10000.0;Director;11673.5
BMY|2024-11-05;BMY;2024-11-05;2024-11-05T17:41:22-05:00;False;False;;BRISTOL MYERS SQUIBB CO;Hirawat Samit;1;3.04;1830.0;EVP,Chief Med.Offr.,Drug Dev.;100055.25
UMBF|2024-11-05;UMBF;2024-11-05;2024-11-05T17:21:45-05:00;False;False;;UMB FINANCIAL CORP;GRAVES GREG M | Peterman Tamara;2;2.43;438.1772;Director;47888.386188000004
WSC|2024-11-05;WSC;2024-11-05;2024-11-05T17:08:12-05:00;False;False;;WillScot Holdings Corp;Soultz Bradley Lee;1;3.58;5000.0;Chief Executive Officer;181900.0
PLAY|2024-11-05;PLAY;2024-11-05;2024-11-05T16:41:35-05:00;False;False;;Dave & Buster's Entertainment, Inc.;MORRIS CHRISTOPHER DANIEL;1;21.63;14912.0;Chief Executive Officer;502161.6
CPIX|2024-11-05;CPIX;2024-11-05;2024-11-05T16:38:00-05:00;False;False;;CUMBERLAND PHARMACEUTICALS INC;Jones James | KAZIMI A J | Krogulski Kenneth | Young Caroline;4;0.17;10672.0;Chairman and CEO | Director;13674.08
PLOW|2024-11-05;PLOW;2024-11-05;2024-11-05T16:38:23-05:00;False;False;;DOUGLAS DYNAMICS, INC;Van Genderen Mark;1;25.07;5000.0;Chief Operating Officer;114799.0
LSBK|2024-11-05;LSBK;2024-11-05;2024-11-05T16:37:10-05:00;False;False;;LAKE SHORE BANCORP, INC.;Sanvidge Kevin M.;1;17.81;4379.0;Director;59381.3764
NCLH|2024-11-05;NCLH;2024-11-05;2024-11-05T16:35:04-05:00;False;False;;Norwegian Cruise Line Holdings Ltd.;Byng-Thorne Zillah;1;59.36;7930.0;Director;197060.5
MKL|2024-11-05;MKL;2024-11-05;2024-11-05T16:34:07-05:00;False;False;;MARKEL GROUP INC.;GAYNER THOMAS SINNICKSON;1;0.2;100.0;Chief Executive Officer;154972.0
HII|2024-11-05;HII;2024-11-05;2024-11-05T16:18:50-05:00;False;False;;HUNTINGTON INGALLS INDUSTRIES, INC.;Jimenez Frank R;1;;550.0;Director;103900.5
WPC|2024-11-05;WPC;2024-11-05;2024-11-05T16:15:24-05:00;False;False;;W. P. Carey Inc.;ALEXANDER MARK A;1;12.24;5000.0;Director;276430.5
NANX|2024-11-05;NANX;2024-11-05;2024-11-05T16:05:04-05:00;False;False;;NANOPHASE TECHNOLOGIES Corp;WHITMORE R JANET;1;0.5;45333.0;Director;37886.04
ATLO|2024-11-05;ATLO;2024-11-05;2024-11-05T10:32:42-05:00;False;False;;AMES NATIONAL CORP;PUTZIER JEFFREY K | Wilson Michael A;2;44.25;700.0;Executive Vice President | Other;11694.0
CALC|2024-11-05;CALC;2024-11-05;2024-11-05T15:04:53-05:00;False;False;;CalciMedica, Inc.;MIDDLETON FRED A | Sanderling Venture Partners VI Co Investment Fund LP;2;170.74;195488.0;10% Owner | Director;733080.0
TRIN|2024-11-05;TRIN;2024-11-05;2024-11-05T14:44:33-05:00;False;False;;Trinity Capital Inc.;Brown Kyle Steven | Estes Ronald E.;2;2.1;9562.0;CEO, President and CIO | Director;128410.56000000001
CMTV|2024-11-05;CMTV;2024-11-05;2024-11-05T12:26:48-05:00;False;False;;COMMUNITY BANCORP /VT;Moore Jeffrey Lee;2;4.75;501.0;Director;8291.32
CCFN|2024-11-05;CCFN;2024-11-05;2024-11-05T14:14:44-05:00;False;False;;MUNCY COLUMBIA FINANCIAL Corp;Weinhoffer Kevin;1;18.76;319.0;EVP, Chief Commercial Officer;10861.949999999999
AIN|2024-11-05;AIN;2024-11-05;2024-11-05T13:03:39-05:00;False;False;;ALBANY INTERNATIONAL CORP /DE/;Gaug Joseph M | Hansen Robert Alan | Kleveland Gunnar | Starr Robert D.;4;38.31;4450.0;CFO & TREASURER | President and CEO | Senior Vice President & CTO | VP-General Counsel & Secretary;317203.57
FUNC|2024-11-05;FUNC;2024-11-05;2024-11-05T13:05:47-05:00;False;False;;FIRST UNITED CORP/MD/;Boal Brian R. | Rodeheaver Carissa Lynn | Rush Jason Barry;3;0.35;302.7667;Chairman, President & CEO | Director | SVP & COO;9620.14791027
ERNA|2024-11-05;ERNA;2024-11-05;2024-11-05T12:42:38-05:00;False;False;;Eterna Therapeutics Inc.;Cherington Charles;1;582.82;13252112.0;10% Owner;0.0
RGCO|2024-11-05;RGCO;2024-11-05;2024-11-05T12:14:08-05:00;False;False;;RGC RESOURCES INC;Miles Christen Brooke | Oliver Lawrence T.;2;0.13;14.749;VP and Secretary | VP, Human Resources;299.99466
IRTC|2024-11-05;IRTC;2024-11-05;2024-11-05T11:59:44-05:00;False;False;;iRhythm Technologies, Inc.;TALWALKAR ABHIJIT Y;1;54.28;6664.0;Director;500866.24
TPL|2024-11-05;TPL;2024-11-05;2024-11-05T11:09:48-05:00;False;False;;Texas Pacific Land Corp;STAHL MURRAY;1;0.04;12.0;Director;14224.11
MPB|2024-11-05;MPB;2024-11-05;2024-11-05T10:35:44-05:00;False;False;;MID PENN BANCORP INC;Abel Robert A | Brumbaugh Kimberly J | De Soto Matthew G | Dickinson Joan E | Evans Albert J. | Frank Joel L. | Gathagan Maureen M. | Hall Heather R | MOWERY THEODORE W | Micklewright Scott W | Noone John E | RITRIEVI RORY G | Space Jordan D | Specht William A III | Webb Justin T.;15;32.3;45000.0;Chief Financial Officer | Chief Lending Officer | Chief Operating  Officer | Chief Retail Officer | Chief Revenue Officer | Director | President and CEO;1327500.0
OSBC|2024-11-05;OSBC;2024-11-05;2024-11-05T10:59:53-05:00;False;False;;OLD SECOND BANCORP INC;Lyons Billy J Jr.;1;0.19;26.0;Director;419.9
DGICA|2024-11-05;DGICA;2024-11-05;2024-11-05T08:16:20-05:00;False;False;;DONEGAL GROUP INC;DONEGAL MUTUAL INSURANCE CO;1;0.06;11866.0;10% Owner;180097.2456
PDYN|2024-11-04;PDYN;2024-11-04;2024-11-04T21:00:42-05:00;False;False;;Palladyne AI Corp.;WEIBLING DENNIS M | Wolff Benjamin G;2;123.01;322579.0;Director | PRESIDENT & CEO;709673.8
FNWD|2024-11-04;FNWD;2024-11-04;2024-11-04T18:23:34-05:00;False;False;;Finward Bancorp;Bochnowski Benjamin J | Lowry Robert T | Scheub Todd M. | Schmitt Benjamin Louis;4;0.38;117.3402;Chief Financial Officer | Executive Vice President | President, CEO;3670.401456
SNBR|2024-11-04;SNBR;2024-11-04;2024-11-04T19:14:45-05:00;False;False;;Sleep Number Corp;STADIUM CAPITAL MANAGEMENT LLC;1;4.54;193813.0;10% Owner;2574451.9435000005
PUMP|2024-11-04;PUMP;2024-11-04;2024-11-04T19:10:35-05:00;False;False;;ProPetro Holding Corp.;SCHORLEMER DAVID SCOTT;1;4.15;4500.0;Chief Financial Officer;30870.0
UCTT|2024-11-04;UCTT;2024-11-04;2024-11-04T18:50:43-05:00;False;False;;Ultra Clean Holdings, Inc.;Bajwa Harjinder;1;9.33;2500.0;Chief Operating Officer;83325.0
CMCO|2024-11-04;CMCO;2024-11-04;2024-11-04T18:32:36-05:00;False;False;;COLUMBUS MCKINNON CORP;Wilson David J.;1;203.88;31300.0;President & CEO;1002155.0
NWTOU|2024-11-04;NWTOU;2024-11-04;2024-11-04T18:31:32-05:00;False;False;;Newbury Street II Acquisition Corp;Newbury Street II Acquisition Sponsor LLC;1;;484500.0;10% Owner;4845000.0
NONE|2024-11-04;NONE;2024-11-04;2024-11-04T16:46:49-05:00;False;False;;MSD Investment Corp.;CHAPMAN JAMES N | MSD CAPITAL L P | PLATEK ROBERT M | Rodriguez Louisa | Williams Brian S;5;9.72;2342196.76;10% Owner | Director | See Remarks;56845115.3652
ATLO|2024-11-04;ATLO;2024-11-04;2024-11-04T16:58:34-05:00;False;False;;AMES NATIONAL CORP;Hagan Patrick G;1;1.25;100.0;Director;1669.0000000000002
TTSH|2024-11-04;TTSH;2024-11-04;2024-11-04T16:55:19-05:00;False;False;;TILE SHOP HOLDINGS, INC.;Fund 1 Investments, LLC;1;0.25;55800.0;10% Owner;376730.19
DINO|2024-11-04;DINO;2024-11-04;2024-11-04T16:51:46-05:00;False;False;;HF Sinclair Corp;MYERS FRANKLIN;1;3.56;5000.0;Director;193775.0
ISBA|2024-11-04;ISBA;2024-11-04;2024-11-04T16:50:05-05:00;False;False;;ISABELLA BANK Corp;Catlin Jon D | Schaefer William M | Schwind Jerome E | WHEELER PEGGY;4;3.55;262.5181;Chief Credit Officer | Chief Financial Officer | Chief Operations Officer | President & CEO;5399.997317000001
MTW|2024-11-04;MTW;2024-11-04;2024-11-04T16:45:17-05:00;False;False;;MANITOWOC CO INC;Cook James Steele | Regan Brian P;2;2.43;2200.0;EVP & Chief Financial Officer | EVP, Human Resources;19533.2
MAIA|2024-11-04;MAIA;2024-11-04;2024-11-04T16:34:28-05:00;False;False;;MAIA Biotechnology, Inc.;CHAOUKI STEVEN M | Guerrero Ramiro | Luput Cristian | Smith Stan;4;27.7;232800.0;Director;584327.9999999999
RRBI|2024-11-04;RRBI;2024-11-04;2024-11-04T16:35:04-05:00;False;False;;RED RIVER BANCSHARES INC;Price Teddy Ray;1;0.18;766.0;Director;40399.689999999995
HFUS|2024-11-04;HFUS;2024-11-04;2024-11-04T16:34:40-05:00;False;False;;Hartford Creative Group, Inc.;Chang Sheng-Yih;1;25.0;400000.0;CEO;8000.0
CLSD|2024-11-04;CLSD;2024-11-04;2024-11-04T16:15:04-05:00;False;False;;Clearside Biomedical, Inc.;Chong Ngai Hang Victor;1;57.48;36500.0;Chief Medical Officer;36500.0
CCO|2024-11-04;CCO;2024-11-04;2024-11-04T16:10:12-05:00;False;False;;Clear Channel Outdoor Holdings, Inc.;MORENO ARTURO R;1;1.0;1915472.0;10% Owner;2775743.84
ALRS|2024-11-04;ALRS;2024-11-04;2024-11-04T16:06:08-05:00;False;False;;ALERUS FINANCIAL CORP;Lorenson Katie A;1;2.3;1000.0;Chief Executive Officer;20300.0
GPC|2024-11-04;GPC;2024-11-04;2024-11-04T11:38:39-05:00;False;False;;GENUINE PARTS CO;BREAUX RANDALL P;2;2.18;1500.0;Group President, GPC N.A.;185475.0
THFF|2024-11-04;THFF;2024-11-04;2024-11-04T11:32:23-05:00;False;False;;FIRST FINANCIAL CORP /IN/;Blade Mark Jason Sr;2;19.28;469.0;Director;19982.6282
CBNK|2024-11-04;CBNK;2024-11-04;2024-11-04T14:32:36-05:00;False;False;;Capital Bancorp Inc;Canuso Dominic C;1;24.98;1000.0;EVP, Chief Financial Officer;25523.71
CZFS|2024-11-04;CZFS;2024-11-04;2024-11-04T14:31:58-05:00;False;False;;CITIZENS FINANCIAL SERVICES INC;Painter John P II;1;17.96;290.0;Director;16428.5
AESI|2024-11-04;AESI;2024-11-04;2024-11-04T14:27:41-05:00;False;False;;Atlas Energy Solutions Inc.;SHEPARD GREGORY M;1;0.68;65386.0;Other;1265823.49
IDAI|2024-11-04;IDAI;2024-11-04;2024-11-04T14:08:54-05:00;False;False;;T Stamp Inc;DQI Holdings Inc.;1;29.66;1363636.0;10% Owner;299999.92
ETST|2024-11-04;ETST;2024-11-04;2024-11-04T13:07:32-05:00;False;False;;Earth Science Tech, Inc.;Cazeau Jeff P. H.;1;71.8;71091.0;Other;9952.740000000002
OBT|2024-11-04;OBT;2024-11-04;2024-11-04T12:51:56-05:00;False;False;;Orange County Bancorp, Inc. /DE/;Gilfeather Michael J;1;1.6;525.0;President and CEO;29226.75
GCBC|2024-11-04;GCBC;2024-11-04;2024-11-04T12:00:38-05:00;False;False;;GREENE COUNTY BANCORP INC;Hada Tejraj S;1;30.07;2000.0;Director;56000.0
RVP|2024-11-04;RVP;2024-11-04;2024-11-04T11:57:45-05:00;False;False;;RETRACTABLE TECHNOLOGIES INC;SHAW THOMAS J;1;0.06;8657.0;PRESIDENT AND CEO;6128.2903
UVSP|2024-11-04;UVSP;2024-11-04;2024-11-04T11:01:17-05:00;False;False;;UNIVEST FINANCIAL Corp;Paquin Natalye;1;2.49;565.0;Director;15876.5
TPL|2024-11-04;TPL;2024-11-04;2024-11-04T10:31:40-05:00;False;False;;Texas Pacific Land Corp;STAHL MURRAY;1;0.04;12.0;Director;14119.35
RMCO|2024-11-04;RMCO;2024-11-04;2024-11-04T09:45:27-05:00;False;False;;Royalty Management Holding Corp;Sauve Thomas M.;1;0.63;7500.0;Chief Executive Officer;8211.0
PFBX|2024-11-04;PFBX;2024-11-04;2024-11-04T09:14:03-05:00;False;False;;PEOPLES FINANCIAL CORP /MS/;STILWELL JOSEPH;1;0.37;1500.0;10% Owner;27000.0
SSII|2024-11-04;SSII;2024-11-04;2024-11-04T08:46:03-05:00;False;False;;SS Innovations International, Inc.;Adams Timothy P.;1;142.57;1399595.0;Director;2043408.7
REYN|2024-11-04;REYN;2024-11-04;2024-11-04T08:34:45-05:00;False;False;;Reynolds Consumer Products Inc.;Stangl Rolf;1;98.21;7207.0;Director;196378.3949
GMGI|2024-11-04;GMGI;2024-11-04;2024-11-04T08:30:04-05:00;False;False;;Golden Matrix Group, Inc.;Milovanovic Aleksandar;1;0.03;50000.0;10% Owner;121500.0
LCID|2024-11-04;LCID;2024-11-04;2024-11-04T06:00:20-05:00;False;False;;Lucid Group, Inc.;PUBLIC INVESTMENT FUND;1;20.47;396188386.0;Director;1026524108.1260002
SNWVD|2024-11-01;SNWVD;2024-11-01;2024-11-01T19:47:38-04:00;False;False;;SANUWAVE Health, Inc.;Opaleye Management Inc.;1;200.05;27868.0;10% Owner;438902.3616
MODV|2024-11-01;MODV;2024-11-01;2024-11-01T18:16:50-04:00;False;False;;ModivCare Inc;Q Global Capital Management, L.P.;1;4.18;139515.0;10% Owner;2232374.85
FBK|2024-11-01;FBK;2024-11-01;2024-11-01T18:04:41-04:00;False;False;;FB Financial Corp;Ayers James W.;1;0.0;500.0;10% Owner;25500.0
LLAP|2024-11-01;LLAP;2024-11-01;2024-11-01T17:49:28-04:00;False;False;;Terran Orbital Corp;LOCKHEED MARTIN CORP;1;;1000.0;10% Owner;0.0
PFBX|2024-11-01;PFBX;2024-11-01;2024-11-01T17:42:56-04:00;False;False;;PEOPLES FINANCIAL CORP /MS/;SWETMAN CHEVIS;1;4.25;16883.0;CEO/President;299673.25
PBF|2024-11-01;PBF;2024-11-01;2024-11-01T17:26:52-04:00;False;False;;PBF Energy Inc.;Control Empresarial de Capitales S.A. de C.V.;1;1.26;622000.0;10% Owner;17874955.8
NONE|2024-11-01;NONE;2024-11-01;2024-11-01T16:39:33-04:00;False;False;;Stirling Hotels & Resorts, Inc.;Bennett Monty J | Rose Alex;2;;2099.7736;Chief Executive Officer | Exec. VP, GC and Secretary;54999.99983688
SCKT|2024-11-01;SCKT;2024-11-01;2024-11-01T16:30:28-04:00;False;False;;SOCKET MOBILE, INC.;BASS CHARLIE;1;0.34;10000.0;Director;11133.5
RVP|2024-11-01;RVP;2024-11-01;2024-11-01T16:25:57-04:00;False;False;;RETRACTABLE TECHNOLOGIES INC;SHAW THOMAS J;1;0.0;601.0;PRESIDENT AND CEO;429.114
TYRA|2024-11-01;TYRA;2024-11-01;2024-11-01T16:22:45-04:00;False;False;;Tyra Biosciences, Inc.;Fuhrman Alan;1;283.67;9500.0;Chief Financial Officer;151954.4
ENGN|2024-11-01;ENGN;2024-11-01;2024-11-01T16:15:08-04:00;False;False;;enGene Holdings Inc.;Forbion Growth Opportunities Fund I Cooperatief U.A.;1;22.74;561797.0;10% Owner;4999993.3
CBNK|2024-11-01;CBNK;2024-11-01;2024-11-01T16:13:55-04:00;False;False;;Capital Bancorp Inc;Canuso Dominic C;1;3480.0;1000.0;EVP, Chief Financial Officer;25417.800000000003
BWFG|2024-11-01;BWFG;2024-11-01;2024-11-01T16:00:36-04:00;False;False;;Bankwell Financial Group, Inc.;SEIDMAN LAWRENCE B;1;0.69;4976.0;Director;144664.71
CET|2024-11-01;CET;2024-11-01;2024-11-01T13:54:30-04:00;False;False;;CENTRAL SECURITIES CORP;Hill John C;1;32.31;800.0;CEO & President;37452.0
CALC|2024-11-01;CALC;2024-11-01;2024-11-01T13:22:06-04:00;False;False;;CalciMedica, Inc.;Leheny A. Rachel | Roberts Eric W | WILSON ROBERT N;3;47.89;126666.0;CHIEF BUSINESS OFFICER | CHIEF EXECUTIVE OFFICER | Director;474997.5
CWBC|2024-11-01;CWBC;2024-11-01;2024-11-01T13:22:09-04:00;False;False;;Community West Bancshares;BARTLEIN ROBERT;1;0.23;2000.0;Director;37500.0
ATLO|2024-11-01;ATLO;2024-11-01;2024-11-01T11:40:37-04:00;False;False;;AMES NATIONAL CORP;Benson David W. | Cassabaum Michelle R;2;20.78;1690.0;Director;29074.9788
LCNB|2024-11-01;LCNB;2024-11-01;2024-11-01T11:24:00-04:00;False;False;;LCNB CORP;Johnson Craig Millis;1;16.67;1000.0;Director;15410.0
FRAF|2024-11-01;FRAF;2024-11-01;2024-11-01T10:51:45-04:00;False;False;;FRANKLIN FINANCIAL SERVICES CORP /PA/;Duffey Gregory A | JENNINGS ALLAN E JR;2;3.5;1033.0;Director;30886.7
TPL|2024-11-01;TPL;2024-11-01;2024-11-01T10:37:47-04:00;False;False;;Texas Pacific Land Corp;STAHL MURRAY;1;0.04;12.0;Director;13906.71
CFB|2024-11-01;CFB;2024-11-01;2024-11-01T09:51:55-04:00;False;False;;CROSSFIRST BANKSHARES, INC.;Bruce George;1;;100.0;Director;100000.0
DGICA|2024-11-01;DGICA;2024-11-01;2024-11-01T09:06:25-04:00;False;False;;DONEGAL GROUP INC;DONEGAL MUTUAL INSURANCE CO;1;1.14;150432.0;10% Owner;2330333.1096
MTDR|2024-11-01;MTDR;2024-11-01;2024-11-01T07:18:05-04:00;False;False;;Matador Resources Co;Stetson Glenn W;1;1.18;1000.0;EVP-Production;51330.0
SIRI|2024-10-31;SIRI;2024-10-31;2024-10-31T19:30:31-04:00;False;False;;SIRIUS XM HOLDINGS INC.;BERKSHIRE HATHAWAY INC;1;0.83;2227939.0;10% Owner;60692844.6691
NONE|2024-10-31;NONE;2024-10-31;2024-10-31T17:31:05-04:00;False;False;;Overland Advantage;Abu Dhabi Investment Authority;1;36.3;1799422.884;10% Owner;45509743.986109205
FBIZ|2024-10-31;FBIZ;2024-10-31;2024-10-31T17:14:10-04:00;False;False;;FIRST BUSINESS FINANCIAL SERVICES, INC.;Sanders Carol P;1;0.93;134.0;Director;5998.555200000001
SCND|2024-10-31;SCND;2024-10-31;2024-10-31T17:00:33-04:00;False;False;;SCIENTIFIC INDUSTRIES INC;MOORE JOHN A;1;1.48;7000.0;Chairman of the Board;6755.0
LOB|2024-10-31;LOB;2024-10-31;2024-10-31T16:22:51-04:00;False;False;;Live Oak Bancshares, Inc.;Cameron William Henderson;1;0.5;1000.0;Director;39762.0
